item,buf_idx,queue_depth,ts_slot_wait_us,ts_slot_acquire_us,ts_dma_submit_us,ts_dma_done_us,ts_nvme_submit_us,ts_nvme_done_us,ts_slot_release_us,slot_wait_us,dma_us,nvme_us,total_e2e_us
0,0,1,3322302795822,3322302795823,3322302795823,3322302797355,3322302908282,3322302911881,3322302911881,1,1532,3599,116058
1,1,1,3322302796132,3322302796132,3322302796132,3322302798261,3322303018907,3322303022519,3322303022519,0,2129,3612,226387
2,2,1,3322302796148,3322302796148,3322302796148,3322302799148,3322303129692,3322303133296,3322303133296,0,3000,3604,337148
3,3,1,3322302796354,3322302796354,3322302796354,3322302800029,3322303240306,3322303243933,3322303243933,0,3675,3627,447579
4,4,1,3322302796540,3322302796540,3322302796540,3322302800479,3322303350638,3322303354262,3322303354262,0,3939,3624,557722
5,5,1,3322302796558,3322302796558,3322302796558,3322302801376,3322303461149,3322303464760,3322303464761,0,4818,3611,668202
6,6,1,3322302796572,3322302796572,3322302796572,3322302802265,3322303571364,3322303574970,3322303574970,0,5693,3606,778398
7,7,1,3322302796586,3322302796586,3322302796586,3322302803142,3322303681780,3322303685365,3322303685365,0,6556,3585,888779
8,8,1,3322302796736,3322302796736,3322302796736,3322302803607,3322303792012,3322303795643,3322303795643,0,6871,3631,998907
9,9,1,3322302796751,3322302796751,3322302796751,3322302804501,3322303902385,3322303905912,3322303905912,0,7750,3527,1109161
10,10,1,3322302796765,3322302796765,3322302796765,3322302805389,3322304012814,3322304016435,3322304016436,0,8624,3621,1219670
11,11,1,3322302796779,3322302796779,3322302796779,3322302806285,3322304122520,3322304126126,3322304126127,0,9506,3606,1329347
12,12,1,3322302796969,3322302796970,3322302796970,3322302807169,3322304231751,3322304235350,3322304235350,1,10199,3599,1438380
13,13,1,3322302796987,3322302796987,3322302796987,3322302807610,3322304341392,3322304345033,3322304345034,0,10623,3641,1548046
14,14,1,3322302797001,3322302797001,3322302797001,3322302808490,3322304450258,3322304453879,3322304453879,0,11489,3621,1656878
15,15,1,3322302797014,3322302797014,3322302797014,3322302809364,3322304559732,3322304563129,3322304563130,0,12350,3397,1766115
16,0,1,3322304563247,3322304563247,3322304563247,3322304564461,3322304674958,3322304678370,3322304678370,0,1214,3412,115123
17,1,1,3322304563343,3322304563343,3322304563343,3322304564472,3322304675128,3322304678370,3322304678370,0,1129,3242,115027
